State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
UT,84743,KINGSTON,0.0485,0.061,0.0125,0.0,0.0,1
UT,84744,KOOSHAREM,0.0485,0.0635,0.015,0.0,0.0,3
UT,84745,LA VERKIN,0.0485,0.0675,0.0035,0.01,0.0055,1
UT,84746,LEEDS,0.0485,0.0645,0.016,0.0,0.0,1
UT,84747,WAYNE COUNTY,0.0485,0.061,0.0125,0.0,0.0,2
UT,84749,LYMAN,0.0485,0.061,0.0125,0.0,0.0,1
UT,84750,MARYSVALE,0.0485,0.061,0.0125,0.0,0.0,1
UT,84751,MILFORD,0.0485,0.0635,0.015,0.0,0.0,2
UT,84752,MINERSVILLE,0.0485,0.0635,0.015,0.0,0.0,1
UT,84753,IRON COUNTY,0.0485,0.061,0.0125,0.0,0.0,2
UT,84754,MONROE,0.0485,0.0635,0.015,0.0,0.0,3
UT,84755,ORDERVILLE,0.0485,0.081,0.0125,0.01,0.01,1
UT,84756,IRON COUNTY,0.0485,0.061,0.0125,0.0,0.0,2
UT,84757,WASHINGTON COUNTY,0.0485,0.0645,0.016,0.0,0.0,1
UT,84758,ORDERVILLE,0.0485,0.081,0.0125,0.01,0.01,1
UT,84759,PANGUITCH,0.0485,0.081,0.0125,0.01,0.01,2
UT,84760,PARAGONAH,0.0485,0.061,0.0125,0.0,0.0,1
UT,84761,PAROWAN,0.0485,0.061,0.0125,0.0,0.0,1
UT,84762,KANE COUNTY,0.0485,0.071,0.0225,0.0,0.0,1
UT,84763,ROCKVILLE,0.0485,0.0645,0.016,0.0,0.0,1
UT,84764,GARFIELD COUNTY,0.0485,0.071,0.0225,0.0,0.0,3
UT,84765,SANTA CLARA,0.0485,0.0675,0.0035,0.01,0.0055,1
UT,84766,SEVIER COUNTY,0.0485,0.0635,0.015,0.0,0.0,1
UT,84767,SPRINGDALE,0.0485,0.0805,0.006,0.01,0.016,3
UT,84770,ST GEORGE,0.0485,0.0675,0.0035,0.01,0.0055,6
UT,84771,ST GEORGE,0.0485,0.0675,0.0035,0.01,0.0055,1
UT,84772,IRON COUNTY,0.0485,0.061,0.0125,0.0,0.0,1
UT,84773,WAYNE COUNTY,0.0485,0.061,0.0125,0.0,0.0,2
UT,84774,TOQUERVILLE,0.0485,0.0645,0.016,0.0,0.0,1
UT,84775,TORREY,0.0485,0.061,0.0125,0.0,0.0,4
UT,84776,TROPIC,0.0485,0.081,0.0125,0.01,0.01,1
UT,84779,VIRGIN,0.0485,0.0745,0.016,0.01,0.0,2
UT,84780,WASHINGTON (CITY),0.0485,0.0675,0.0035,0.01,0.0055,1
UT,84781,WASHINGTON COUNTY,0.0485,0.0645,0.016,0.0,0.0,1
UT,84782,WASHINGTON COUNTY,0.0485,0.0645,0.016,0.0,0.0,2
UT,84783,WASHINGTON COUNTY,0.0485,0.0645,0.016,0.0,0.0,2
UT,84784,HILDALE,0.0485,0.0645,0.016,0.0,0.0,1
UT,84790,ST GEORGE,0.0485,0.0675,0.0035,0.01,0.0055,4
UT,84791,ST GEORGE,0.0485,0.0675,0.0035,0.01,0.0055,1
MO,63005,CHESTERFIELD,0.04225,0.08738,0.02263,0.01,0.0125,5
MO,63006,TOWN AND COUNTRY,0.04225,0.08988,0.02263,0.0125,0.0125,1
MO,63010,ARNOLD,0.04225,0.0835,0.01625,0.0125,0.0125,1
MO,63011,BALLWIN,0.04225,0.08738,0.02263,0.01,0.0125,5
MO,63012,JEFFERSON CO ANTONIA FIRE/ROCK TWNSHP AMB,0.04225,0.071,0.01625,0.0,0.0125,1
MO,63013,FRANKLIN CO GERALD AMB DI,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63014,FRANKLIN CO/HERMANN AREA AMBULANCE DISTRICT,0.04225,0.06975,0.0225,0.0,0.005,2
MO,63015,FRANKLIN CO MERAMEC AMB,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63016,JEFFERSON CO BIG RIVER AMB,0.04225,0.0685,0.01625,0.0,0.01,2
MO,63017,CHESTERFIELD,0.04225,0.08738,0.02263,0.01,0.0125,2
MO,63019,CRYSTAL,0.04225,0.091,0.01625,0.0225,0.01,1
MO,63020,JEFF CO VALLE AMB DIST,0.04225,0.0685,0.01625,0.0,0.01,2
MO,63021,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,7
MO,63022,BALLWIN,0.04225,0.08738,0.02263,0.01,0.0125,1
MO,63023,JEFFERSON CO BIG RIVER AMB,0.04225,0.0685,0.01625,0.0,0.01,1
MO,63024,MANCHESTER,0.04225,0.08988,0.02263,0.0125,0.0125,1
MO,63025,EUREKA,0.04225,0.09237999999999999,0.02263,0.015,0.0125,9
MO,63026,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,2
MO,63028,JEFFERSON CO JOACHIM-PLATTIN AMB,0.04225,0.0685,0.01625,0.0,0.01,1
MO,63030,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63031,FLORISSANT,0.04225,0.08988,0.02263,0.0125,0.0125,2
MO,63032,FLORISSANT,0.04225,0.08988,0.02263,0.0125,0.0125,1
MO,63033,FLORISSANT,0.04225,0.08988,0.02263,0.0125,0.0125,2
MO,63034,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,1
MO,63036,ST. FRANCOIS COUNTY,0.04225,0.0635,0.01625,0.0,0.005,1
MO,63037,FRANKLIN CO GERALD AMB DI,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63038,WILDWOOD,0.04225,0.08238,0.02263,0.005,0.0125,5
MO,63039,GRAY SUMMIT,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63040,WILDWOOD,0.04225,0.08238,0.02263,0.005,0.0125,5
MO,63041,FRANKLIN CO/ST. CLAIR AMBULANCE DISTRICT/ST. CLAIR FIRE PROTECTION DISTRICT,0.04225,0.07475,0.0225,0.0,0.01,1
MO,63042,HAZELWOOD,0.04225,0.09738,0.02263,0.02,0.0125,3
MO,63043,MARYLAND HEIGHTS,0.04225,0.08238,0.02263,0.005,0.0125,2
MO,63044,BRIDGETON,0.04225,0.08988,0.02263,0.0125,0.0125,3
MO,63045,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,1
MO,63047,JEFFERSON CO JOACHIM-PLATTIN AMB,0.04225,0.0685,0.01625,0.0,0.01,1
MO,63048,HERCULANEUM,0.04225,0.0885,0.01625,0.025,0.005,1
MO,63049,NORTH JEFFERSON CO AMB DS,0.04225,0.0735,0.01625,0.0,0.015,3
MO,63050,JEFF CO HILLSBORO VALLE,0.04225,0.0735,0.01625,0.0,0.015,1
MO,63051,JEFFERSON CO BIG RIVER AMB/HIGH RIDGE FIRE,0.04225,0.0735,0.01625,0.0,0.015,3
MO,63052,JEFFERSON CO ROCK TWNSHP AMB/ROCK COM FIRE,0.04225,0.071,0.01625,0.0,0.0125,4
MO,63053,KIMMSWICK,0.04225,0.086,0.01625,0.015,0.0125,2
MO,63055,FRANKLIN CO MERAMEC AMB,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63056,FRANKLIN CO GERALD AMB DI,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63057,JEFFERSON CO ANTONIA FIRE/ROCK TWNSHP AMB,0.04225,0.071,0.01625,0.0,0.0125,1
MO,63060,FRANKLIN CO/ST. CLAIR AMBULANCE DISTRICT/ST. CLAIR FIRE PROTECTION DISTRICT,0.04225,0.07475,0.0225,0.0,0.01,1
MO,63061,FRANKLIN CO/ST. CLAIR AMBULANCE DISTRICT/ST. CLAIR FIRE PROTECTION DISTRICT,0.04225,0.07475,0.0225,0.0,0.01,1
MO,63065,JEFFERSON CO JOACHIM-PLATTIN AMB,0.04225,0.0685,0.01625,0.0,0.01,1
MO,63066,JEFFERSON CO BIG RIVER AMB,0.04225,0.0685,0.01625,0.0,0.01,1
MO,63068,FRANKLIN CO NEW HAVEN AMB,0.04225,0.06975,0.0225,0.0,0.005,6
MO,63069,PACIFIC (FRANKLIN CO),0.04225,0.09475,0.0225,0.025,0.005,4
MO,63070,PEVELY,0.04225,0.0835,0.01625,0.02,0.005,2
MO,63071,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63072,FRANKLIN CO MERAMEC AMB,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63073,FRANKLIN CO MERAMEC AMB,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63074,ST. ANN,0.04225,0.09988,0.02263,0.0125,0.0225,4
MO,63077,FRANKLIN CO/ST. CLAIR AMBULANCE DISTRICT/ST. CLAIR FIRE PROTECTION DISTRICT,0.04225,0.07475,0.0225,0.0,0.01,1
MO,63079,FRANKLIN CO/SULLIVAN FIRE PROTECTION DISTRICT,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63080,SULLIVAN (FRANKLIN CO),0.04225,0.08975,0.0225,0.02,0.005,6
MO,63084,UNION,0.04225,0.09475,0.0225,0.02,0.01,2
MO,63087,ST. FRANCOIS COUNTY,0.04225,0.0635,0.01625,0.0,0.005,1
MO,63088,VALLEY PARK,0.04225,0.08738,0.02263,0.01,0.0125,2
MO,63089,FRANKLIN CO MERAMEC AMB,0.04225,0.06975,0.0225,0.0,0.005,1
MO,63090,WASHINGTON,0.04225,0.0885,0.0225,0.02,0.00375,3
MO,63091,ROSEBUD,0.04225,0.076,0.01375,0.015,0.005,1
MO,63099,SAINT LOUIS CO GREEN CID,0.04225,0.08738,0.02263,0.0,0.0225,1
MO,63101,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63102,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63103,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63104,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63105,CLAYTON,0.04225,0.09237999999999999,0.02263,0.015,0.0125,2
MO,63106,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63107,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63108,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63109,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63110,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63111,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63112,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63113,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63114,OVERLAND,0.04225,0.08988,0.02263,0.0125,0.0125,6
MO,63115,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63116,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63117,RICHMOND HEIGHTS,0.04225,0.09237999999999999,0.02263,0.015,0.0125,3
MO,63118,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63119,WEBSTER GROVES,0.04225,0.09237999999999999,0.02263,0.015,0.0125,4
MO,63120,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63121,NORMANDY,0.04225,0.09237999999999999,0.02263,0.015,0.0125,10
MO,63122,KIRKWOOD,0.04225,0.09237999999999999,0.02263,0.015,0.0125,5
MO,63123,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,4
MO,63124,LADUE,0.04225,0.08988,0.02263,0.0125,0.0125,3
MO,63125,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,3
MO,63126,CRESTWOOD,0.04225,0.09237999999999999,0.02263,0.015,0.0125,3
MO,63127,SUNSET HILLS,0.04225,0.08988,0.02263,0.0125,0.0125,3
MO,63128,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,2
MO,63129,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,3
MO,63130,UNIVERSITY,0.04225,0.09237999999999999,0.02263,0.015,0.0125,1
MO,63131,DES PERES,0.04225,0.09237999999999999,0.02263,0.015,0.0125,7
MO,63132,OLIVETTE,0.04225,0.09237999999999999,0.02263,0.015,0.0125,2
MO,63133,WELLSTON,0.04225,0.08488,0.02263,0.0075,0.0125,5
MO,63134,BERKELEY,0.04225,0.09738,0.02263,0.02,0.0125,4
MO,63135,FERGUSON,0.04225,0.09738,0.02263,0.02,0.0125,5
MO,63136,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,6
MO,63137,BELLEFONTAINE NEIGHBORS,0.04225,0.08238,0.02263,0.005,0.0125,4
MO,63138,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,2
MO,63139,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63140,KINLOCH,0.04225,0.08988,0.02263,0.0125,0.0125,3
MO,63141,CREVE COEUR,0.04225,0.08488,0.02263,0.0075,0.0125,2
MO,63143,MAPLEWOOD,0.04225,0.09237999999999999,0.02263,0.015,0.0125,2
MO,63144,BRENTWOOD,0.04225,0.09738,0.02263,0.02,0.0125,2
MO,63145,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,1
MO,63146,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,1
MO,63147,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63150,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63151,ST. LOUIS COUNTY,0.04225,0.07737999999999999,0.02263,0.0,0.0125,1
MO,63155,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63156,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63160,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63164,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63166,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63167,CREVE COEUR,0.04225,0.08488,0.02263,0.0075,0.0125,1
MO,63171,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63177,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63178,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63180,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63199,ST. LOUIS (CITY),0.04225,0.09679,0.0,0.05454,0.0,1
MO,63301,ST. CHARLES,0.04225,0.0795,0.01725,0.02,0.0,7
MO,63302,SAINT CHARLES W CLAY CID,0.04225,0.0895,0.01725,0.02,0.01,1
MO,63303,ST. CHARLES,0.04225,0.0795,0.01725,0.02,0.0,4
MO,63304,ST. CHARLES COUNTY,0.04225,0.0595,0.01725,0.0,0.0,6
MO,63330,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,1
MO,63332,ST. CHARLES COUNTY,0.04225,0.0595,0.01725,0.0,0.0,3
MO,63333,BELLFLOWER,0.04225,0.08475,0.0225,0.02,0.0,3
MO,63334,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,5
MO,63336,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,2
MO,63338,COTTLEVILLE OLD TOWN CID,0.04225,0.0895,0.01725,0.02,0.01,1
MO,63339,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,1
MO,63341,ST. CHARLES COUNTY,0.04225,0.0595,0.01725,0.0,0.0,2
MO,63342,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63343,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,3
MO,63344,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,2
MO,63345,FARBER,0.04225,0.0785,0.02125,0.01,0.005,1
MO,63346,WENTZVILLE,0.04225,0.0845,0.01725,0.025,0.0,1
MO,63347,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63348,ST. CHARLES COUNTY,0.04225,0.0595,0.01725,0.0,0.0,1
MO,63349,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63350,MONTGOMERY COUNTY,0.04225,0.06475,0.0225,0.0,0.0,1
MO,63351,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63352,AUDRAIN CO AMB DIST,0.04225,0.0685,0.02125,0.0,0.005,1
MO,63353,LOUISIANA,0.04225,0.090375,0.025625,0.0225,0.0,1
MO,63357,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,2
MO,63359,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,2
MO,63361,MONTGOMERY,0.04225,0.07975,0.0225,0.015,0.0,5
MO,63362,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63363,MONTGOMERY COUNTY,0.04225,0.06475,0.0225,0.0,0.0,2
MO,63365,NEW MELLE,0.04225,0.0795,0.01725,0.02,0.0,1
MO,63366,O FALLON,0.04225,0.0795,0.01725,0.02,0.0,7
MO,63367,LAKE ST. LOUIS,0.04225,0.0795,0.01725,0.02,0.0,3
MO,63368,O FALLON,0.04225,0.0795,0.01725,0.02,0.0,3
MO,63369,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,4
MO,63373,PORTAGE DES SIOUX,0.04225,0.0695,0.01725,0.01,0.0,2
MO,63376,ST. PETERS,0.04225,0.0795,0.01725,0.02,0.0,4
MO,63377,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,3
MO,63378,MARTHASVILLE,0.04225,0.08225,0.025,0.015,0.0,1
MO,63379,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,4
MO,63380,TRUESDALE,0.04225,0.08225,0.025,0.015,0.0,1
MO,63381,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,2
MO,63382,VANDALIA,0.04225,0.0835,0.02125,0.015,0.005,1
MO,63383,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,4
MO,63384,WELLSVILLE,0.04225,0.08225,0.0225,0.0175,0.0,1
MO,63385,WENTZVILLE,0.04225,0.0845,0.01725,0.025,0.0,3
MO,63386,WEST ALTON,0.04225,0.0695,0.01725,0.01,0.0,1
MO,63387,WHITESIDE,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63388,CALLAWAY COUNTY / CALLAWAY AMBULANCE DIST,0.04225,0.06725,0.02,0.0,0.005,1
MO,63389,LINCOLN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63390,WARREN COUNTY,0.04225,0.06725,0.025,0.0,0.0,2
MO,63401,HANNIBAL (MARION CO),0.04225,0.0835,0.01375,0.0225,0.005,9
MO,63430,ALEXANDRIA,0.04225,0.07725,0.02,0.01,0.005,2
MO,63431,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,1
MO,63432,SCOTLAND COUNTY,0.04225,0.05475,0.0125,0.0,0.0,1
MO,63433,ASHBURN,0.04225,0.067875,0.025625,0.0,0.0,1
MO,63434,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,1
MO,63435,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,1
MO,63436,RALLS COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63437,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,5
MO,63438,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,1
MO,63439,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,1
MO,63440,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,1
MO,63441,PIKE COUNTY,0.04225,0.067875,0.025625,0.0,0.0,1
MO,63442,GRANGER,0.04225,0.05475,0.0125,0.0,0.0,1
MO,63443,HUNNEWELL,0.04225,0.07225,0.015,0.01,0.005,1
MO,63445,KAHOKA,0.04225,0.07725,0.02,0.01,0.005,2
MO,63446,KNOX COUNTY,0.04225,0.06725,0.025,0.0,0.0,2
MO,63447,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,3
MO,63448,LA GRANGE,0.04225,0.0835,0.03125,0.01,0.0,1
MO,63450,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,1
MO,63451,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,1
MO,63452,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,2
MO,63453,CLARK COUNTY,0.04225,0.06725,0.02,0.0,0.005,2
MO,63454,MARION CO AMBULANCE DISTRICT,0.04225,0.061,0.01375,0.0,0.005,1
MO,63456,MONROE CITY (MONROE CO),0.04225,0.08225,0.015,0.02,0.005,3
MO,63457,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,1
MO,63458,NEWARK,0.04225,0.06725,0.025,0.0,0.0,1
MO,63459,RALLS COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63460,KNOX COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63461,PALMYRA,0.04225,0.081,0.01375,0.02,0.005,5
MO,63462,RALLS COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63463,MARION CO AMBULANCE DISTRICT,0.04225,0.061,0.01375,0.0,0.005,1
MO,63465,CLARK COUNTY,0.04225,0.06725,0.02,0.0,0.005,3
MO,63466,CLARK COUNTY,0.04225,0.06725,0.02,0.0,0.005,1
MO,63467,RALLS COUNTY,0.04225,0.06725,0.025,0.0,0.0,1
MO,63468,SHELBINA,0.04225,0.08475,0.015,0.0225,0.005,2
MO,63469,SHELBY CO/US36/I72 CORRIDOR TDD/SALT RIVER AMBULANCE DISTRICT,0.04225,0.06225,0.015,0.0,0.005,3
MO,63471,MARION CO AMBULANCE DISTRICT,0.04225,0.061,0.01375,0.0,0.005,2
MO,63472,WAYLAND,0.04225,0.07725,0.02,0.01,0.005,1
MO,63473,LEWIS COUNTY,0.04225,0.0735,0.03125,0.0,0.0,1
MO,63474,CLARK COUNTY,0.04225,0.06725,0.02,0.0,0.005,2
MO,63501,KIRKSVILLE,0.04225,0.0835,0.01,0.0275,0.00375,6
MO,63530,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,3
MO,63531,KNOX COUNTY,0.04225,0.06725,0.025,0.0,0.0,5
MO,63532,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,3
MO,63533,ADAIR COUNTY,0.04225,0.056,0.01,0.0,0.00375,2
MO,63534,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,2
MO,63535,SCHUYLER COUNTY,0.04225,0.06225,0.02,0.0,0.0,1
MO,63536,DOWNING,0.04225,0.06225,0.02,0.0,0.0,1
MO,63537,EDINA,0.04225,0.08225,0.025,0.015,0.0,1
MO,63538,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,2
MO,63539,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,3
MO,63540,ADAIR COUNTY,0.04225,0.056,0.01,0.0,0.00375,1
MO,63541,SCHUYLER COUNTY,0.04225,0.06225,0.02,0.0,0.0,1
MO,63543,SOUTH GORIN,0.04225,0.05475,0.0125,0.0,0.0,1
MO,63544,ADAIR COUNTY,0.04225,0.056,0.01,0.0,0.00375,2
MO,63545,SULLIVAN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,2
MO,63546,ADAIR COUNTY,0.04225,0.056,0.01,0.0,0.00375,3
MO,63547,KNOX COUNTY,0.04225,0.06725,0.025,0.0,0.0,3
MO,63548,LANCASTER,0.04225,0.07225,0.02,0.01,0.0,1
MO,63549,LA PLATA,0.04225,0.0785,0.02125,0.015,0.0,2
MO,63551,PUTNAM COUNTY,0.04225,0.06225,0.02,0.0,0.0,1
MO,63552,MACON,0.04225,0.086,0.02125,0.0225,0.0,1
MO,63555,MEMPHIS,0.04225,0.06475,0.0125,0.01,0.0,1
MO,63556,SULLIVAN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,6
MO,63557,LINN COUNTY,0.04225,0.06225,0.015,0.0,0.005,1
MO,63558,MACON COUNTY,0.04225,0.0635,0.02125,0.0,0.0,1
MO,63559,ADAIR COUNTY,0.04225,0.056,0.01,0.0,0.00375,10
MO,63560,SULLIVAN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,1
MO,63561,QUEEN,0.04225,0.08725,0.02,0.025,0.0,1
MO,63563,RUTLEDGE,0.04225,0.06475,0.0125,0.01,0.0,4
MO,63565,PUTNAM COUNTY,0.04225,0.06225,0.02,0.0,0.0,6
MO,63566,SULLIVAN COUNTY,0.04225,0.06975,0.0275,0.0,0.0,2
MO,63567,PUTNAM COUNTY,0.04225,0.06225,0.02,0.0,0.0,1
MO,63601,PARK HILLS,0.04225,0.091,0.01625,0.0275,0.005,8
MO,63620,IRON CO HOSPITAL DIST HPD,0.04225,0.07225,0.02,0.0,0.01,2
MO,63621,ARCADIA,0.04225,0.08475,0.02,0.0125,0.01,1
MO,63622,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63623,IRON CO HOSPITAL DIST HPD,0.04225,0.07225,0.02,0.0,0.01,2
MO,63624,BISMARCK,0.04225,0.0785,0.01625,0.015,0.005,1
MO,63625,REYNOLDS COUNTY,0.04225,0.05725,0.01,0.0,0.005,1
MO,63626,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63627,STE. GENEVIEVE COUNTY,0.04225,0.07225,0.025,0.0,0.005,1
MO,63628,ST. FRANCOIS COUNTY,0.04225,0.0635,0.01625,0.0,0.005,1
MO,63629,REYNOLDS COUNTY,0.04225,0.05725,0.01,0.0,0.005,1
MO,63630,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,2
MO,63631,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63632,WAYNE COUNTY,0.04225,0.05725,0.015,0.0,0.0,1
MO,63633,REYNOLDS COUNTY,0.04225,0.05725,0.01,0.0,0.005,1
MO,63636,DES ARC,0.04225,0.07225,0.02,0.0,0.01,1
MO,63637,ST. FRANCOIS COUNTY,0.04225,0.0635,0.01625,0.0,0.005,1
MO,63638,ELLINGTON,0.04225,0.08725,0.01,0.03,0.005,1
MO,63640,FARMINGTON,0.04225,0.0835,0.01625,0.02,0.005,1
MO,63645,MADISON COUNTY,0.04225,0.06225,0.02,0.0,0.0,5
MO,63648,WASHINGTON COUNTY / WASHINGTON CO AMBULANCE DIST,0.04225,0.07225,0.025,0.0,0.005,1
MO,63650,IRON CO HOSPITAL DIST HPD,0.04225,0.07225,0.02,0.0,0.01,3
MO,63651,ST. FRANCOIS COUNTY,0.04225,0.0635,0.01625,0.0,0.005,1
MO,63653,LEADWOOD,0.04225,0.0735,0.01625,0.01,0.005,1
